2.3199e+07 2.3376e+07 4.1875e+07 4.4848e+07 4.5194e+07 4.5338e+07 4.5449e+07 4.5553e+07 4.5656e+07 4.5759e+07 4.5861e+07 4.5963e+07 4.6065e+07 4.6166e+07 4.6267e+07 4.6368e+07 4.6469e+07 4.657e+07 4.667e+07 4.6771e+07 4.687e+07 4.697e+07 4.707e+07 4.7169e+07 4.7268e+07 4.7367e+07 4.7466e+07 4.7564e+07 4.7663e+07 4.7761e+07 4.7859e+07 4.7956e+07 4.8054e+07 4.8151e+07 4.8248e+07 4.8345e+07 4.8442e+07 4.8539e+07 4.8635e+07 4.8731e+07 4.8827e+07 4.8923e+07 4.9018e+07 4.9114e+07 4.9209e+07 4.9304e+07 4.9399e+07 4.9493e+07 4.9588e+07 4.9682e+07 4.9776e+07 4.987e+07 4.9964e+07 5.0058e+07 5.0151e+07 5.0244e+07 5.0337e+07 5.043e+07 5.0523e+07 5.0616e+07 5.0708e+07 5.08e+07 5.0892e+07 5.0984e+07 5.1076e+07 5.1167e+07 5.1259e+07 5.135e+07 5.1441e+07 5.1532e+07 5.1623e+07 5.1713e+07 5.1804e+07 5.1894e+07 5.1984e+07 5.2074e+07 5.2164e+07 5.2254e+07 5.2343e+07 5.2433e+07 5.2522e+07 5.2611e+07 5.27e+07 5.2788e+07 5.2877e+07 5.2965e+07 5.3054e+07 5.3142e+07 5.323e+07 5.3318e+07 5.3406e+07 5.3493e+07 5.3581e+07 5.3668e+07 5.3755e+07 5.3842e+07 5.3929e+07 5.4016e+07 5.4102e+07 5.4189e+07 5.4275e+07 5.4361e+07 5.4447e+07 5.4533e+07 5.4619e+07 5.4704e+07 5.479e+07 5.4875e+07 5.4961e+07 5.5046e+07 5.5131e+07 5.5215e+07 5.53e+07 5.5385e+07 5.5469e+07 5.5553e+07 5.5638e+07 5.5722e+07 5.5806e+07 5.5889e+07 5.5973e+07 5.6057e+07 5.614e+07 5.6223e+07 5.6307e+07 5.639e+07 5.6473e+07 5.6556e+07 5.6638e+07 5.6721e+07 5.6803e+07 5.6886e+07 5.6968e+07 5.705e+07 5.7132e+07 5.7214e+07 5.7296e+07 5.7377e+07 5.7459e+07 5.754e+07 5.7621e+07
2.2985e+07 2.3126e+07 2.3271e+07 2.8511e+07 4.4377e+07 4.5089e+07 4.528e+07 4.54e+07 4.5506e+07 4.5609e+07 4.5711e+07 4.5813e+07 4.5915e+07 4.6017e+07 4.6118e+07 4.6219e+07 4.632e+07 4.6421e+07 4.6521e+07 4.6622e+07 4.6722e+07 4.6821e+07 4.6921e+07 4.702e+07 4.712e+07 4.7219e+07 4.7317e+07 4.7416e+07 4.7514e+07 4.7613e+07 4.7711e+07 4.7808e+07 4.7906e+07 4.8003e+07 4.81e+07 4.8197e+07 4.8294e+07 4.8391e+07 4.8487e+07 4.8583e+07 4.8679e+07 4.8775e+07 4.8871e+07 4.8966e+07 4.9062e+07 4.9157e+07 4.9252e+07 4.9346e+07 4.9441e+07 4.9535e+07 4.9629e+07 4.9723e+07 4.9817e+07 4.9911e+07 5.0004e+07 5.0098e+07 5.0191e+07 5.0284e+07 5.0377e+07 5.0469e+07 5.0562e+07 5.0654e+07 5.0746e+07 5.0838e+07 5.093e+07 5.1021e+07 5.1113e+07 5.1204e+07 5.1295e+07 5.1386e+07 5.1477e+07 5.1568e+07 5.1658e+07 5.1748e+07 5.1838e+07 5.1928e+07 5.2018e+07 5.2108e+07 5.2198e+07 5.2287e+07 5.2376e+07 5.2465e+07 5.2554e+07 5.2643e+07 5.2732e+07 5.282e+07 5.2908e+07 5.2997e+07 5.3085e+07 5.3173e+07 5.326e+07 5.3348e+07 5.3435e+07 5.3523e+07 5.361e+07 5.3697e+07 5.3784e+07 5.3871e+07 5.3957e+07 5.4044e+07 5.413e+07 5.4216e+07 5.4302e+07 5.4388e+07 5.4474e+07 5.456e+07 5.4645e+07 5.473e+07 5.4816e+07 5.4901e+07 5.4986e+07 5.5071e+07 5.5155e+07 5.524e+07 5.5325e+07 5.5409e+07 5.5493e+07 5.5577e+07 5.5661e+07 5.5745e+07 5.5829e+07 5.5912e+07 5.5996e+07 5.6079e+07 5.6162e+07 5.6245e+07 5.6328e+07 5.6411e+07 5.6494e+07 5.6576e+07 5.6659e+07 5.6741e+07 5.6823e+07 5.6906e+07 5.6988e+07 5.7069e+07 5.7151e+07 5.7233e+07 5.7314e+07 5.7396e+07 5.7477e+07
2.2775e+07 2.2914e+07 2.3055e+07 2.3197e+07 2.3434e+07 4.2841e+07 4.4911e+07 4.5211e+07 4.5348e+07 4.5458e+07 4.5561e+07 4.5664e+07 4.5766e+07 4.5867e+07 4.5969e+07 4.607e+07 4.6171e+07 4.6272e+07 4.6372e+07 4.6473e+07 4.6573e+07 4.6673e+07 4.6773e+07 4.6872e+07 4.6971e+07 4.707e+07 4.7169e+07 4.7268e+07 4.7366e+07 4.7465e+07 4.7563e+07 4.7661e+07 4.7758e+07 4.7856e+07 4.7953e+07 4.805e+07 4.8147e+07 4.8243e+07 4.834e+07 4.8436e+07 4.8532e+07 4.8628e+07 4.8724e+07 4.8819e+07 4.8915e+07 4.901e+07 4.9105e+07 4.92e+07 4.9294e+07 4.9389e+07 4.9483e+07 4.9577e+07 4.9671e+07 4.9764e+07 4.9858e+07 4.9951e+07 5.0045e+07 5.0138e+07 5.023e+07 5.0323e+07 5.0416e+07 5.0508e+07 5.06e+07 5.0692e+07 5.0784e+07 5.0875e+07 5.0967e+07 5.1058e+07 5.1149e+07 5.124e+07 5.1331e+07 5.1422e+07 5.1512e+07 5.1603e+07 5.1693e+07 5.1783e+07 5.1873e+07 5.1963e+07 5.2052e+07 5.2142e+07 5.2231e+07 5.232e+07 5.2409e+07 5.2498e+07 5.2586e+07 5.2675e+07 5.2763e+07 5.2852e+07 5.294e+07 5.3028e+07 5.3115e+07 5.3203e+07 5.329e+07 5.3378e+07 5.3465e+07 5.3552e+07 5.3639e+07 5.3726e+07 5.3812e+07 5.3899e+07 5.3985e+07 5.4072e+07 5.4158e+07 5.4244e+07 5.4329e+07 5.4415e+07 5.4501e+07 5.4586e+07 5.4671e+07 5.4756e+07 5.4841e+07 5.4926e+07 5.5011e+07 5.5096e+07 5.518e+07 5.5265e+07 5.5349e+07 5.5433e+07 5.5517e+07 5.5601e+07 5.5684e+07 5.5768e+07 5.5852e+07 5.5935e+07 5.6018e+07 5.6101e+07 5.6184e+07 5.6267e+07 5.635e+07 5.6432e+07 5.6515e+07 5.6597e+07 5.6679e+07 5.6762e+07 5.6844e+07 5.6926e+07 5.7007e+07 5.7089e+07 5.717e+07 5.7252e+07 5.7333e+07
2.2571e+07 2.2707e+07 2.2844e+07 2.2984e+07 2.3125e+07 2.327e+07 3.3372e+07 4.4535e+07 4.5116e+07 4.5293e+07 4.5409e+07 4.5514e+07 4.5616e+07 4.5718e+07 4.582e+07 4.5921e+07 4.6022e+07 4.6123e+07 4.6224e+07 4.6324e+07 4.6425e+07 4.6525e+07 4.6624e+07 4.6724e+07 4.6823e+07 4.6922e+07 4.7021e+07 4.712e+07 4.7219e+07 4.7317e+07 4.7415e+07 4.7513e+07 4.7611e+07 4.7708e+07 4.7806e+07 4.7903e+07 4.8e+07 4.8096e+07 4.8193e+07 4.8289e+07 4.8385e+07 4.8481e+07 4.8577e+07 4.8673e+07 4.8768e+07 4.8863e+07 4.8958e+07 4.9053e+07 4.9148e+07 4.9242e+07 4.9336e+07 4.9431e+07 4.9525e+07 4.9618e+07 4.9712e+07 4.9805e+07 4.9899e+07 4.9992e+07 5.0084e+07 5.0177e+07 5.027e+07 5.0362e+07 5.0454e+07 5.0546e+07 5.0638e+07 5.073e+07 5.0821e+07 5.0913e+07 5.1004e+07 5.1095e+07 5.1186e+07 5.1277e+07 5.1367e+07 5.1458e+07 5.1548e+07 5.1638e+07 5.1728e+07 5.1818e+07 5.1907e+07 5.1997e+07 5.2086e+07 5.2175e+07 5.2264e+07 5.2353e+07 5.2442e+07 5.253e+07 5.2619e+07 5.2707e+07 5.2795e+07 5.2883e+07 5.2971e+07 5.3058e+07 5.3146e+07 5.3233e+07 5.3321e+07 5.3408e+07 5.3495e+07 5.3581e+07 5.3668e+07 5.3755e+07 5.3841e+07 5.3927e+07 5.4013e+07 5.4099e+07 5.4185e+07 5.4271e+07 5.4356e+07 5.4442e+07 5.4527e+07 5.4612e+07 5.4697e+07 5.4782e+07 5.4867e+07 5.4952e+07 5.5036e+07 5.5121e+07 5.5205e+07 5.5289e+07 5.5373e+07 5.5457e+07 5.5541e+07 5.5624e+07 5.5708e+07 5.5791e+07 5.5874e+07 5.5957e+07 5.604e+07 5.6123e+07 5.6206e+07 5.6289e+07 5.6371e+07 5.6453e+07 5.6536e+07 5.6618e+07 5.67e+07 5.6782e+07 5.6864e+07 5.6945e+07 5.7027e+07 5.7108e+07 5.719e+07
2.2371e+07 2.2504e+07 2.2639e+07 2.2775e+07 2.2913e+07 2.3054e+07 2.3196e+07 2.361e+07 4.3452e+07 4.4963e+07 4.5227e+07 4.5358e+07 4.5466e+07 4.5569e+07 4.5671e+07 4.5773e+07 4.5874e+07 4.5975e+07 4.6075e+07 4.6176e+07 4.6276e+07 4.6376e+07 4.6476e+07 4.6576e+07 4.6675e+07 4.6775e+07 4.6874e+07 4.6972e+07 4.7071e+07 4.7169e+07 4.7268e+07 4.7366e+07 4.7463e+07 4.7561e+07 4.7658e+07 4.7756e+07 4.7853e+07 4.7949e+07 4.8046e+07 4.8142e+07 4.8239e+07 4.8335e+07 4.843e+07 4.8526e+07 4.8622e+07 4.8717e+07 4.8812e+07 4.8907e+07 4.9002e+07 4.9096e+07 4.919e+07 4.9285e+07 4.9379e+07 4.9472e+07 4.9566e+07 4.9659e+07 4.9753e+07 4.9846e+07 4.9939e+07 5.0032e+07 5.0124e+07 5.0217e+07 5.0309e+07 5.0401e+07 5.0493e+07 5.0585e+07 5.0676e+07 5.0767e+07 5.0859e+07 5.095e+07 5.1041e+07 5.1132e+07 5.1222e+07 5.1313e+07 5.1403e+07 5.1493e+07 5.1583e+07 5.1673e+07 5.1762e+07 5.1852e+07 5.1941e+07 5.203e+07 5.2119e+07 5.2208e+07 5.2297e+07 5.2386e+07 5.2474e+07 5.2562e+07 5.2651e+07 5.2739e+07 5.2826e+07 5.2914e+07 5.3002e+07 5.3089e+07 5.3176e+07 5.3263e+07 5.335e+07 5.3437e+07 5.3524e+07 5.361e+07 5.3697e+07 5.3783e+07 5.3869e+07 5.3955e+07 5.4041e+07 5.4127e+07 5.4212e+07 5.4298e+07 5.4383e+07 5.4468e+07 5.4554e+07 5.4638e+07 5.4723e+07 5.4808e+07 5.4892e+07 5.4977e+07 5.5061e+07 5.5145e+07 5.5229e+07 5.5313e+07 5.5397e+07 5.5481e+07 5.5564e+07 5.5647e+07 5.5731e+07 5.5814e+07 5.5897e+07 5.598e+07 5.6063e+07 5.6145e+07 5.6228e+07 5.631e+07 5.6392e+07 5.6475e+07 5.6557e+07 5.6638e+07 5.672e+07 5.6802e+07 5.6884e+07 5.6965e+07 5.7046e+07
2.2175e+07 2.2305e+07 2.2437e+07 2.2571e+07 2.2707e+07 2.2844e+07 2.2983e+07 2.3124e+07 2.3272e+07 3.7686e+07 4.4658e+07 4.5141e+07 4.5304e+07 4.5418e+07 4.5522e+07 4.5624e+07 4.5725e+07 4.5827e+07 4.5927e+07 4.6028e+07 4.6128e+07 4.6229e+07 4.6328e+07 4.6428e+07 4.6528e+07 4.6627e+07 4.6726e+07 4.6825e+07 4.6924e+07 4.7022e+07 4.712e+07 4.7219e+07 4.7316e+07 4.7414e+07 4.7512e+07 4.7609e+07 4.7706e+07 4.7803e+07 4.7899e+07 4.7996e+07 4.8092e+07 4.8188e+07 4.8284e+07 4.838e+07 4.8475e+07 4.8571e+07 4.8666e+07 4.8761e+07 4.8856e+07 4.895e+07 4.9045e+07 4.9139e+07 4.9233e+07 4.9327e+07 4.942e+07 4.9514e+07 4.9607e+07 4.97e+07 4.9793e+07 4.9886e+07 4.9979e+07 5.0071e+07 5.0164e+07 5.0256e+07 5.0348e+07 5.0439e+07 5.0531e+07 5.0623e+07 5.0714e+07 5.0805e+07 5.0896e+07 5.0987e+07 5.1077e+07 5.1168e+07 5.1258e+07 5.1348e+07 5.1438e+07 5.1528e+07 5.1618e+07 5.1707e+07 5.1797e+07 5.1886e+07 5.1975e+07 5.2064e+07 5.2153e+07 5.2241e+07 5.233e+07 5.2418e+07 5.2506e+07 5.2594e+07 5.2682e+07 5.277e+07 5.2858e+07 5.2945e+07 5.3032e+07 5.3119e+07 5.3206e+07 5.3293e+07 5.338e+07 5.3467e+07 5.3553e+07 5.3639e+07 5.3726e+07 5.3812e+07 5.3898e+07 5.3983e+07 5.4069e+07 5.4154e+07 5.424e+07 5.4325e+07 5.441e+07 5.4495e+07 5.458e+07 5.4664e+07 5.4749e+07 5.4833e+07 5.4918e+07 5.5002e+07 5.5086e+07 5.517e+07 5.5254e+07 5.5337e+07 5.5421e+07 5.5504e+07 5.5587e+07 5.5671e+07 5.5754e+07 5.5837e+07 5.5919e+07 5.6002e+07 5.6085e+07 5.6167e+07 5.6249e+07 5.6331e+07 5.6414e+07 5.6495e+07 5.6577e+07 5.6659e+07 5.6741e+07 5.6822e+07 5.6903e+07
2.1983e+07 2.2111e+07 2.2241e+07 2.2372e+07 2.2504e+07 2.2639e+07 2.2775e+07 2.2913e+07 2.3053e+07 2.3194e+07 2.4135e+07 4.3861e+07 4.5007e+07 4.5242e+07 4.5368e+07 4.5475e+07 4.5577e+07 4.5678e+07 4.5779e+07 4.588e+07 4.5981e+07 4.6081e+07 4.6181e+07 4.6281e+07 4.638e+07 4.648e+07 4.6579e+07 4.6678e+07 4.6777e+07 4.6875e+07 4.6974e+07 4.7072e+07 4.717e+07 4.7267e+07 4.7365e+07 4.7462e+07 4.7559e+07 4.7656e+07 4.7753e+07 4.785e+07 4.7946e+07 4.8042e+07 4.8138e+07 4.8234e+07 4.8329e+07 4.8425e+07 4.852e+07 4.8615e+07 4.871e+07 4.8804e+07 4.8899e+07 4.8993e+07 4.9087e+07 4.9181e+07 4.9275e+07 4.9369e+07 4.9462e+07 4.9555e+07 4.9648e+07 4.9741e+07 4.9834e+07 4.9926e+07 5.0019e+07 5.0111e+07 5.0203e+07 5.0295e+07 5.0386e+07 5.0478e+07 5.0569e+07 5.066e+07 5.0751e+07 5.0842e+07 5.0933e+07 5.1023e+07 5.1114e+07 5.1204e+07 5.1294e+07 5.1384e+07 5.1474e+07 5.1563e+07 5.1653e+07 5.1742e+07 5.1831e+07 5.192e+07 5.2009e+07 5.2097e+07 5.2186e+07 5.2274e+07 5.2363e+07 5.2451e+07 5.2538e+07 5.2626e+07 5.2714e+07 5.2801e+07 5.2889e+07 5.2976e+07 5.3063e+07 5.315e+07 5.3237e+07 5.3323e+07 5.341e+07 5.3496e+07 5.3582e+07 5.3668e+07 5.3754e+07 5.384e+07 5.3926e+07 5.4011e+07 5.4096e+07 5.4182e+07 5.4267e+07 5.4352e+07 5.4437e+07 5.4521e+07 5.4606e+07 5.469e+07 5.4775e+07 5.4859e+07 5.4943e+07 5.5027e+07 5.5111e+07 5.5194e+07 5.5278e+07 5.5361e+07 5.5445e+07 5.5528e+07 5.5611e+07 5.5694e+07 5.5777e+07 5.5859e+07 5.5942e+07 5.6024e+07 5.6107e+07 5.6189e+07 5.6271e+07 5.6353e+07 5.6435e+07 5.6516e+07 5.6598e+07 5.6679e+07 5.6761e+07
2.1796e+07 2.1921e+07 2.2048e+07 2.2177e+07 2.2307e+07 2.2438e+07 2.2572e+07 2.2707e+07 2.2843e+07 2.2982e+07 2.3123e+07 2.3279e+07 4.0372e+07 4.4755e+07 4.5162e+07 4.5315e+07 4.5427e+07 4.553e+07 4.5632e+07 4.5732e+07 4.5833e+07 4.5933e+07 4.6034e+07 4.6133e+07 4.6233e+07 4.6333e+07 4.6432e+07 4.6531e+07 4.663e+07 4.6728e+07 4.6827e+07 4.6925e+07 4.7023e+07 4.7121e+07 4.7218e+07 4.7316e+07 4.7413e+07 4.751e+07 4.7607e+07 4.7703e+07 4.78e+07 4.7896e+07 4.7992e+07 4.8088e+07 4.8184e+07 4.8279e+07 4.8374e+07 4.8469e+07 4.8564e+07 4.8659e+07 4.8754e+07 4.8848e+07 4.8942e+07 4.9036e+07 4.913e+07 4.9223e+07 4.9317e+07 4.941e+07 4.9503e+07 4.9596e+07 4.9689e+07 4.9782e+07 4.9874e+07 4.9966e+07 5.0058e+07 5.015e+07 5.0242e+07 5.0333e+07 5.0425e+07 5.0516e+07 5.0607e+07 5.0698e+07 5.0789e+07 5.0879e+07 5.097e+07 5.106e+07 5.115e+07 5.124e+07 5.133e+07 5.1419e+07 5.1509e+07 5.1598e+07 5.1687e+07 5.1776e+07 5.1865e+07 5.1954e+07 5.2042e+07 5.2131e+07 5.2219e+07 5.2307e+07 5.2395e+07 5.2483e+07 5.257e+07 5.2658e+07 5.2745e+07 5.2833e+07 5.292e+07 5.3007e+07 5.3093e+07 5.318e+07 5.3266e+07 5.3353e+07 5.3439e+07 5.3525e+07 5.3611e+07 5.3697e+07 5.3783e+07 5.3868e+07 5.3953e+07 5.4039e+07 5.4124e+07 5.4209e+07 5.4294e+07 5.4378e+07 5.4463e+07 5.4548e+07 5.4632e+07 5.4716e+07 5.48e+07 5.4884e+07 5.4968e+07 5.5052e+07 5.5135e+07 5.5219e+07 5.5302e+07 5.5385e+07 5.5468e+07 5.5551e+07 5.5634e+07 5.5717e+07 5.5799e+07 5.5882e+07 5.5964e+07 5.6046e+07 5.6128e+07 5.621e+07 5.6292e+07 5.6374e+07 5.6455e+07 5.6537e+07 5.6618e+07
2.1612e+07 2.1735e+07 2.186e+07 2.1986e+07 2.2113e+07 2.2242e+07 2.2373e+07 2.2505e+07 2.2639e+07 2.2775e+07 2.2912e+07 2.3052e+07 2.3193e+07 2.5606e+07 4.4149e+07 4.5044e+07 4.5256e+07 4.5378e+07 4.5483e+07 4.5585e+07 4.5686e+07 4.5786e+07 4.5886e+07 4.5986e+07 4.6086e+07 4.6186e+07 4.6285e+07 4.6384e+07 4.6483e+07 4.6582e+07 4.668e+07 4.6779e+07 4.6877e+07 4.6975e+07 4.7072e+07 4.717e+07 4.7267e+07 4.7364e+07 4.7461e+07 4.7558e+07 4.7654e+07 4.775e+07 4.7847e+07 4.7942e+07 4.8038e+07 4.8134e+07 4.8229e+07 4.8324e+07 4.8419e+07 4.8514e+07 4.8608e+07 4.8703e+07 4.8797e+07 4.8891e+07 4.8985e+07 4.9079e+07 4.9172e+07 4.9265e+07 4.9359e+07 4.9452e+07 4.9544e+07 4.9637e+07 4.9729e+07 4.9822e+07 4.9914e+07 5.0006e+07 5.0098e+07 5.0189e+07 5.0281e+07 5.0372e+07 5.0463e+07 5.0554e+07 5.0645e+07 5.0735e+07 5.0826e+07 5.0916e+07 5.1006e+07 5.1096e+07 5.1186e+07 5.1276e+07 5.1365e+07 5.1455e+07 5.1544e+07 5.1633e+07 5.1722e+07 5.181e+07 5.1899e+07 5.1987e+07 5.2076e+07 5.2164e+07 5.2252e+07 5.234e+07 5.2427e+07 5.2515e+07 5.2602e+07 5.2689e+07 5.2777e+07 5.2864e+07 5.295e+07 5.3037e+07 5.3124e+07 5.321e+07 5.3296e+07 5.3382e+07 5.3468e+07 5.3554e+07 5.364e+07 5.3725e+07 5.3811e+07 5.3896e+07 5.3981e+07 5.4066e+07 5.4151e+07 5.4236e+07 5.4321e+07 5.4405e+07 5.4489e+07 5.4574e+07 5.4658e+07 5.4742e+07 5.4826e+07 5.4909e+07 5.4993e+07 5.5076e+07 5.516e+07 5.5243e+07 5.5326e+07 5.5409e+07 5.5492e+07 5.5574e+07 5.5657e+07 5.574e+07 5.5822e+07 5.5904e+07 5.5986e+07 5.6068e+07 5.615e+07 5.6232e+07 5.6313e+07 5.6395e+07 5.6476e+07
2.1431e+07 2.1552e+07 2.1675e+07 2.1798e+07 2.1924e+07 2.205e+07 2.2178e+07 2.2308e+07 2.2439e+07 2.2572e+07 2.2707e+07 2.2843e+07 2.2981e+07 2.3121e+07 2.3302e+07 4.1921e+07 4.4832e+07 4.5182e+07 4.5326e+07 4.5436e+07 4.5538e+07 4.5639e+07 4.5739e+07 4.584e+07 4.5939e+07 4.6039e+07 4.6138e+07 4.6238e+07 4.6337e+07 4.6435e+07 4.6534e+07 4.6632e+07 4.6731e+07 4.6829e+07 4.6926e+07 4.7024e+07 4.7121e+07 4.7218e+07 4.7315e+07 4.7412e+07 4.7509e+07 4.7605e+07 4.7701e+07 4.7797e+07 4.7893e+07 4.7988e+07 4.8084e+07 4.8179e+07 4.8274e+07 4.8369e+07 4.8464e+07 4.8558e+07 4.8652e+07 4.8746e+07 4.884e+07 4.8934e+07 4.9028e+07 4.9121e+07 4.9214e+07 4.9307e+07 4.94e+07 4.9493e+07 4.9585e+07 4.9678e+07 4.977e+07 4.9862e+07 4.9954e+07 5.0045e+07 5.0137e+07 5.0228e+07 5.0319e+07 5.041e+07 5.0501e+07 5.0592e+07 5.0682e+07 5.0773e+07 5.0863e+07 5.0953e+07 5.1043e+07 5.1132e+07 5.1222e+07 5.1311e+07 5.14e+07 5.149e+07 5.1578e+07 5.1667e+07 5.1756e+07 5.1844e+07 5.1933e+07 5.2021e+07 5.2109e+07 5.2197e+07 5.2284e+07 5.2372e+07 5.2459e+07 5.2547e+07 5.2634e+07 5.2721e+07 5.2808e+07 5.2894e+07 5.2981e+07 5.3067e+07 5.3154e+07 5.324e+07 5.3326e+07 5.3412e+07 5.3497e+07 5.3583e+07 5.3668e+07 5.3754e+07 5.3839e+07 5.3924e+07 5.4009e+07 5.4094e+07 5.4178e+07 5.4263e+07 5.4347e+07 5.4431e+07 5.4516e+07 5.46e+07 5.4683e+07 5.4767e+07 5.4851e+07 5.4934e+07 5.5018e+07 5.5101e+07 5.5184e+07 5.5267e+07 5.535e+07 5.5433e+07 5.5515e+07 5.5598e+07 5.568e+07 5.5762e+07 5.5844e+07 5.5926e+07 5.6008e+07 5.609e+07 5.6172e+07 5.6253e+07 5.6335e+07
