0.42476 0.0087522
0.42249 0.0087868
0.42119 0.0088065
0.41892 0.0088412
0.41957 0.0088312
0.41241 0.0089402
0.41306 0.0089303
0.41078 0.0089651
0.40947 0.0089849
0.40719 0.0090197
0.40783 0.0090099
0.40066 0.0091191
0.4013 0.0091093
0.39901 0.0091442
0.39769 0.0091643
0.39539 0.0091992
0.39603 0.0091895
0.38885 0.0092988
0.38948 0.0092892
0.39011 0.0092797
0.38684 0.0093293
0.38355 0.0093795
0.38417 0.00937
0.38479 0.0093605
0.3776 0.00947
0.37822 0.0094606
0.37591 0.0094957
0.3753 0.0095049
0.37226 0.0095513
0.37287 0.009542
0.37348 0.0095327
0.36628 0.0096423
0.36689 0.009633
0.3675 0.0096238
0.36426 0.0096731
0.36382 0.0096797
0.3615 0.0097151
0.3621 0.009706
0.35489 0.0098157
0.35548 0.0098066
0.35608 0.0097975
0.35375 0.0098331
0.35239 0.0098537
0.35005 0.0098893
0.35064 0.0098803
0.35123 0.0098713
0.34401 0.0099813
0.34459 0.0099723
0.34518 0.0099634
0.34283 0.0099991
0.34146 0.01002
0.34095 0.010028
0.33726 0.010084
0.33724 0.010084
0.33774 0.010077
0.33446 0.010127
0.334 0.010134
0.33532 0.010113
0.32987 0.010196
0.32966 0.0102
0.32706 0.010239
0.32701 0.01024
0.32227 0.010312
0.32396 0.010286
0.32412 0.010284
0.32207 0.010315
0.32014 0.010344
0.31833 0.010372
0.30809 0.010528
0.31225 0.010465
0.31632 0.010403
0.31218 0.010466
0.31289 0.010455
0.30707 0.010543
0.31117 0.010481
0.31519 0.01042
0.31913 0.01036
0.30334 0.0106
0.30744 0.010538
0.30433 0.010585
0.30371 0.010595
0.30085 0.010638
0.30496 0.010576
0.29108 0.010787
0.29532 0.010722
0.29947 0.010659
0.29715 0.010694
0.29705 0.010696
0.29494 0.010728
0.29907 0.010665
0.28703 0.010848
0.29126 0.010784
0.28957 0.01081
0.2899 0.010805
0.28459 0.010886
0.28883 0.010821
0.293 0.010758
0.2835 0.010902
0.28355 0.010901
0.2831 0.010908
0.28497 0.01088
0.27739 0.010995
0.27471 0.011036
0.27503 0.011031
0.26915 0.011121
0.28846 0.010827
0.27201 0.011077
0.27362 0.011053
0.27648 0.011009
0.27312 0.01106
0.28236 0.01092
0.2564 0.011315
0.26529 0.011179
0.27457 0.011038
0.26941 0.011117
0.26867 0.011128
0.26747 0.011146
0.26569 0.011173
0.26314 0.011212
0.23905 0.011579
0.24696 0.011458
0.25565 0.011326
0.26559 0.011175
0.27766 0.010991
0.25118 0.011394
0.25763 0.011296
0.26244 0.011223
0.25533 0.011331
0.2521 0.01138
0.2567 0.01131
0.24935 0.011422
0.25804 0.01129
0.24787 0.011444
0.24908 0.011426
0.26016 0.011257
0.2681 0.011137
0.24269 0.011523
0.24289 0.01152
0.24745 0.011451
0.24952 0.011419
0.24027 0.01156
0.24057 0.011556
0.25495 0.011337
0.23678 0.011613
0.23677 0.011613
0.23856 0.011586
0.24167 0.011539
0.2295 0.011724
0.2208 0.011856
0.23465 0.011646
0.25861 0.011281
0.27428 0.011042
0.28692 0.01085
0.29762 0.010687
0.30697 0.010545
0.31534 0.010417
0.32813 0.010223
0.33412 0.010132
0.33986 0.010044
0.34537 0.0099604
0.35068 0.0098797
0.35579 0.009802
0.36072 0.0097269
0.36549 0.0096543
0.37011 0.009584
0.37459 0.0095158
0.37893 0.0094497
0.38316 0.0093854
0.38727 0.0093228
0.39127 0.0092619
0.39517 0.0092025
0.39898 0.0091446
0.4027 0.009088
0.40633 0.0090327
0.40988 0.0089787
0.41336 0.0089257
0.41676 0.0088739
0.4201 0.0088232
0.42337 0.0087734
0.42658 0.0087246
0.42972 0.0086766
0.43282 0.0086296
0.43585 0.0085833
0.43884 0.0085379
0.44178 0.0084932
0.44466 0.0084493
0.4475 0.008406
0.4503 0.0083635
0.45306 0.0083215
0.45577 0.0082802
0.45844 0.0082395
0.46108 0.0081994
0.46368 0.0081599
0.4689 0.0080803
0.47122 0.0080451
0.47352 0.0080102
0.47579 0.0079755
0.47805 0.0079412
0.48028 0.0079071
0.4825 0.0078734
0.4847 0.0078399
0.48688 0.0078067
0.48904 0.0077738
0.49119 0.0077412
0.49331 0.0077088
0.49542 0.0076767
0.49751 0.0076449
0.49959 0.0076133
0.50165 0.007582
0.50369 0.007551
0.50571 0.0075202
0.50772 0.0074896
0.50971 0.0074593
0.51169 0.0074292
0.51365 0.0073994
0.51559 0.0073698
0.51752 0.0073404
0.51943 0.0073113
0.52133 0.0072824
0.52322 0.0072537
0.52509 0.0072252
0.52694 0.007197
0.52879 0.007169
0.53061 0.0071412
0.53243 0.0071136
0.53423 0.0070862
0.53601 0.007059
0.53778 0.007032
0.53954 0.0070052
0.54129 0.0069786
0.54302 0.0069523
0.54475 0.0069261
0.54645 0.0069001
0.54815 0.0068743
0.54983 0.0068486
0.5515 0.0068232
0.55316 0.0067979
0.55481 0.0067729
0.55645 0.006748
0.55807 0.0067233
0.55968 0.0066987
0.56128 0.0066744
0.56287 0.0066502
0.56445 0.0066262
0.56602 0.0066023
0.56757 0.0065786
0.56912 0.0065551
0.57065 0.0065317
0.57218 0.0065085
0.57369 0.0064855
0.5752 0.0064626
0.57669 0.0064399
0.57817 0.0064173
0.57965 0.0063949
0.58111 0.0063726
0.58256 0.0063505
0.58401 0.0063285
0.58544 0.0063067
0.58687 0.006285
0.58828 0.0062634
0.58969 0.006242
0.59109 0.0062208
0.59247 0.0061997
0.59385 0.0061787
0.59522 0.0061578
0.59658 0.0061371
0.59794 0.0061165
0.59928 0.0060961
0.60061 0.0060758
0.60194 0.0060556
0.60326 0.0060355
0.60457 0.0060156
0.60587 0.0059958
0.60716 0.0059761
0.60845 0.0059565
0.60973 0.0059371
0.611 0.0059177
0.61226 0.0058985
0.61351 0.0058794
0.61476 0.0058605
0.616 0.0058416
0.61723 0.0058229
0.61992 0.005782
0.62027 0.0057765
0.62063 0.0057711
0.62098 0.0057657
0.62134 0.0057604
0.62446 0.0057128
0.62564 0.0056949
0.62681 0.005677
0.62798 0.0056593
0.62914 0.0056416
0.63029 0.0056241
0.63144 0.0056066
0.63258 0.0055893
0.63371 0.0055721
0.63484 0.0055549
0.63595 0.0055379
0.63707 0.0055209
