0.44537 0.0084386
0.44801 0.0083984
0.45062 0.0083586
0.45321 0.0083192
0.45578 0.0082801
0.45832 0.0082414
0.46085 0.008203
0.46334 0.008165
0.46582 0.0081273
0.46828 0.0080899
0.47071 0.0080529
0.47312 0.0080162
0.47551 0.0079798
0.47788 0.0079437
0.48023 0.007908
0.48256 0.0078726
0.48486 0.0078374
0.48715 0.0078026
0.48942 0.007768
0.49167 0.0077338
0.4939 0.0076998
0.49612 0.0076662
0.49831 0.0076328
0.50326 0.0075574
0.50549 0.0075235
0.50769 0.00749
0.50987 0.0074568
0.51203 0.007424
0.51416 0.0073916
0.51627 0.0073595
0.51836 0.0073277
0.52042 0.0072963
0.52247 0.0072651
0.52449 0.0072343
0.5265 0.0072038
0.52848 0.0071736
0.53045 0.0071437
0.53239 0.0071141
0.53432 0.0070847
0.53623 0.0070556
0.53812 0.0070268
0.54 0.0069983
0.54186 0.00697
0.5437 0.006942
0.54553 0.0069142
0.54734 0.0068866
0.54913 0.0068593
0.55091 0.0068323
0.55267 0.0068054
0.55442 0.0067788
0.55615 0.0067524
0.55787 0.0067263
0.55958 0.0067003
0.56127 0.0066746
0.56295 0.006649
0.56461 0.0066237
0.56626 0.0065986
0.5679 0.0065736
0.56953 0.0065489
0.57114 0.0065243
0.57274 0.0065
0.57433 0.0064758
0.5759 0.0064518
0.57747 0.006428
0.57902 0.0064044
0.58056 0.0063809
0.58209 0.0063576
0.58361 0.0063345
0.58512 0.0063116
0.58662 0.0062888
0.5881 0.0062662
0.58958 0.0062437
0.59104 0.0062214
0.5925 0.0061993
0.59178 0.0062102
0.59326 0.0061877
0.59472 0.0061654
0.59618 0.0061432
0.59763 0.0061212
0.59906 0.0060994
0.60049 0.0060776
0.60191 0.0060561
0.60332 0.0060346
0.60472 0.0060133
0.60611 0.0059922
0.60749 0.0059712
0.60886 0.0059503
0.61022 0.0059295
0.61158 0.0059089
0.61292 0.0058884
0.61426 0.0058681
0.61559 0.0058478
0.61691 0.0058277
0.61822 0.0058078
0.61953 0.0057879
0.62082 0.0057682
0.62211 0.0057486
0.62339 0.0057291
0.62466 0.0057098
0.62592 0.0056905
0.62718 0.0056714
0.62843 0.0056524
0.62967 0.0056335
0.6309 0.0056148
0.63213 0.0055961
0.63335 0.0055776
0.63456 0.0055592
0.63576 0.0055408
0.63696 0.0055226
0.63815 0.0055045
0.63933 0.0054866
0.6405 0.0054687
0.64167 0.0054509
0.64283 0.0054332
0.64399 0.0054157
0.64513 0.0053982
0.64627 0.0053808
0.64741 0.0053636
0.64853 0.0053464
0.64966 0.0053294
0.65077 0.0053124
0.65188 0.0052955
0.65298 0.0052788
0.65407 0.0052621
0.65516 0.0052455
0.65625 0.005229
0.65732 0.0052127
0.65839 0.0051964
0.65946 0.0051802
0.66052 0.0051641
0.66157 0.005148
0.66262 0.0051321
0.66366 0.0051163
0.66469 0.0051005
0.66572 0.0050848
0.66674 0.0050693
0.66776 0.0050538
0.66877 0.0050384
0.66978 0.005023
0.67078 0.0050078
0.67178 0.0049927
0.67277 0.0049776
