0 1e+06 1e+06 1e+06
1 1.6381e+06 1.6435e+06 1.6489e+06
2 2.58e+06 2.6169e+06 2.653e+06
3 3.8978e+06 4.0313e+06 4.1628e+06
4 5.6444e+06 6.0067e+06 6.3701e+06
5 7.8438e+06 8.6635e+06 9.5116e+06
6 1.049e+07 1.2118e+07 1.3873e+07
7 1.3558e+07 1.6479e+07 1.9793e+07
8 1.7014e+07 2.1857e+07 2.767e+07
9 2.0833e+07 2.8365e+07 3.7969e+07
10 2.5e+07 3.613e+07 5.1226e+07
11 2.9521e+07 4.5296e+07 6.8047e+07
12 3.4415e+07 5.6029e+07 8.9103e+07
13 3.9714e+07 6.8515e+07 1.151e+08
14 4.5461e+07 8.2956e+07 1.4674e+08
15 5.1704e+07 9.9563e+07 1.8465e+08
16 5.8496e+07 1.1854e+08 2.2928e+08
17 6.5891e+07 1.4009e+08 2.8078e+08
18 7.3946e+07 1.6436e+08 3.3893e+08
19 8.2712e+07 1.9147e+08 4.03e+08
20 9.2239e+07 2.2142e+08 4.7177e+08
21 1.0257e+08 2.5417e+08 5.4357e+08
22 1.1375e+08 2.8954e+08 6.1643e+08
23 1.258e+08 3.2722e+08 6.8832e+08
24 1.3875e+08 3.6682e+08 7.5736e+08
25 1.5259e+08 4.0783e+08 8.2202e+08
26 1.6732e+08 4.4964e+08 8.8123e+08
27 1.8291e+08 4.9164e+08 9.3439e+08
28 1.9934e+08 5.3319e+08 9.8132e+08
29 2.1652e+08 5.7369e+08 1.0222e+09
30 2.344e+08 6.1262e+08 1.0574e+09
31 2.5288e+08 6.4956e+08 1.0875e+09
32 2.7185e+08 6.8417e+08 1.1131e+09
33 2.912e+08 7.1624e+08 1.1347e+09
34 3.1078e+08 7.4568e+08 1.153e+09
35 3.3048e+08 7.7245e+08 1.1684e+09
36 3.5015e+08 7.9662e+08 1.1814e+09
37 3.6967e+08 8.183e+08 1.1923e+09
38 3.8889e+08 8.3763e+08 1.2015e+09
39 4.077e+08 8.5479e+08 1.2092e+09
40 4.2599e+08 8.6997e+08 1.2157e+09
41 4.4367e+08 8.8335e+08 1.2213e+09
42 4.6066e+08 8.9511e+08 1.2259e+09
43 4.769e+08 9.0543e+08 1.2299e+09
44 4.9233e+08 9.1447e+08 1.2332e+09
45 5.0693e+08 9.2237e+08 1.2361e+09
46 5.2068e+08 9.2928e+08 1.2385e+09
47 5.3358e+08 9.3531e+08 1.2405e+09
48 5.4562e+08 9.4057e+08 1.2423e+09
49 5.5683e+08 9.4516e+08 1.2438e+09
50 5.6723e+08 9.4915e+08 1.245e+09
51 5.7685e+08 9.5264e+08 1.2461e+09
52 5.8573e+08 9.5567e+08 1.247e+09
53 5.939e+08 9.5832e+08 1.2478e+09
54 6.014e+08 9.6062e+08 1.2485e+09
55 6.0827e+08 9.6263e+08 1.249e+09
56 6.1455e+08 9.6438e+08 1.2495e+09
57 6.203e+08 9.659e+08 1.2499e+09
58 6.2553e+08 9.6722e+08 1.2503e+09
59 6.303e+08 9.6838e+08 1.2506e+09
60 6.3464e+08 9.6938e+08 1.2508e+09
61 6.3858e+08 9.7026e+08 1.251e+09
62 6.4216e+08 9.7102e+08 1.2512e+09
63 6.454e+08 9.7168e+08 1.2514e+09
64 6.4835e+08 9.7226e+08 1.2515e+09
65 6.5101e+08 9.7276e+08 1.2516e+09
66 6.5343e+08 9.732e+08 1.2517e+09
67 6.5561e+08 9.7358e+08 1.2518e+09
68 6.5759e+08 9.7391e+08 1.2519e+09
69 6.5937e+08 9.742e+08 1.252e+09
70 6.6098e+08 9.7446e+08 1.252e+09
71 6.6244e+08 9.7468e+08 1.2521e+09
72 6.6376e+08 9.7487e+08 1.2521e+09
73 6.6495e+08 9.7503e+08 1.2521e+09
74 6.6602e+08 9.7518e+08 1.2521e+09
75 6.6699e+08 9.753e+08 1.2522e+09
76 6.6786e+08 9.7541e+08 1.2522e+09
77 6.6865e+08 9.7551e+08 1.2522e+09
78 6.6936e+08 9.7559e+08 1.2522e+09
79 6.7e+08 9.7567e+08 1.2522e+09
80 6.7058e+08 9.7573e+08 1.2522e+09
81 6.711e+08 9.7579e+08 1.2523e+09
82 6.7157e+08 9.7583e+08 1.2523e+09
83 6.7199e+08 9.7588e+08 1.2523e+09
84 6.7237e+08 9.7591e+08 1.2523e+09
85 6.7272e+08 9.7594e+08 1.2523e+09
86 6.7302e+08 9.7597e+08 1.2523e+09
87 6.733e+08 9.7599e+08 1.2523e+09
88 6.7356e+08 9.7602e+08 1.2523e+09
89 6.7378e+08 9.7603e+08 1.2523e+09
90 6.7399e+08 9.7605e+08 1.2523e+09
91 6.7417e+08 9.7606e+08 1.2523e+09
92 6.7434e+08 9.7608e+08 1.2523e+09
93 6.7449e+08 9.7609e+08 1.2523e+09
94 6.7462e+08 9.761e+08 1.2523e+09
95 6.7474e+08 9.761e+08 1.2523e+09
96 6.7485e+08 9.7611e+08 1.2523e+09
97 6.7495e+08 9.7612e+08 1.2523e+09
98 6.7504e+08 9.7612e+08 1.2523e+09
99 6.7512e+08 9.7613e+08 1.2523e+09
100 6.7519e+08 9.7613e+08 1.2523e+09
101 6.7525e+08 9.7613e+08 1.2523e+09
102 6.7531e+08 9.7614e+08 1.2523e+09
103 6.7537e+08 9.7614e+08 1.2523e+09
104 6.7541e+08 9.7614e+08 1.2523e+09
105 6.7546e+08 9.7614e+08 1.2523e+09
106 6.7549e+08 9.7615e+08 1.2523e+09
107 6.7553e+08 9.7615e+08 1.2523e+09
108 6.7556e+08 9.7615e+08 1.2523e+09
109 6.7559e+08 9.7615e+08 1.2523e+09
110 6.7561e+08 9.7615e+08 1.2523e+09
