6.5e-06 0.022446 1.1926e+08 5.3227e+08 4.9226e+07 4.3836e+07 3.755e+07
6.75e-06 0.0022398 8.9213e+07 5.0691e+08 4.9611e+07 4.4294e+07 3.7936e+07
7e-06 0.00022645 5.9805e+07 4.817e+08 4.9994e+07 4.4747e+07 3.8319e+07
7.25e-06 2.3254e-05 3.2895e+07 4.5662e+08 5.0374e+07 4.5189e+07 3.8701e+07
7.5e-06 2.434e-06 1.3126e+07 4.3168e+08 5.075e+07 4.5603e+07 3.9081e+07
7.75e-06 2.58e-07 3.5963e+06 4.0687e+08 5.1124e+07 4.5975e+07 3.9458e+07
8e-06 2.7769e-08 7.3964e+05 3.822e+08 5.1496e+07 4.632e+07 3.9834e+07
8.25e-06 3.0321e-09 1.2984e+05 3.5765e+08 5.1864e+07 4.6654e+07 4.0207e+07
8.5e-06 3.3708e-10 21113 3.3323e+08 5.223e+07 4.6984e+07 4.0579e+07
8.75e-06 3.8192e-11 3311.8 3.0894e+08 5.2594e+07 4.7311e+07 4.0949e+07
9e-06 4.3552e-12 511.15 2.8477e+08 5.2955e+07 4.7636e+07 4.1317e+07
9.25e-06 5.1208e-13 78.424 2.6072e+08 5.3313e+07 4.7958e+07 4.1683e+07
9.5e-06 6.09e-14 12.031 2.3679e+08 5.3669e+07 4.8278e+07 4.2047e+07
9.75e-06 7.1519e-15 1.8517 2.1297e+08 5.4023e+07 4.8597e+07 4.2409e+07
1e-05 9.1852e-16 0.28659 1.8928e+08 5.4375e+07 4.8913e+07 4.277e+07
1.025e-05 1.1143e-16 0.044665 1.6569e+08 5.4724e+07 4.9227e+07 4.3129e+07
1.05e-05 1.456e-17 0.0070159 1.4222e+08 5.5071e+07 4.9539e+07 4.3486e+07
1.075e-05 2.0064e-18 0.0011115 1.1888e+08 5.5416e+07 4.9849e+07 4.3842e+07
1.1e-05 2.9246e-19 0.00017766 9.5695e+07 5.5758e+07 5.0158e+07 4.4195e+07
1.125e-05 4.2552e-20 2.8665e-05 7.2841e+07 5.6099e+07 5.0464e+07 4.4547e+07
1.15e-05 6.6882e-21 4.6667e-06 5.0842e+07 5.6438e+07 5.0769e+07 4.4894e+07
1.175e-05 5.9761e-22 7.6712e-07 3.1056e+07 5.6774e+07 5.1071e+07 4.5231e+07
1.2e-05 1.9338e-22 1.2738e-07 1.5729e+07 5.7109e+07 5.1372e+07 4.5552e+07
1.225e-05 4.7897e-23 2.1351e-08 6.4145e+06 5.7441e+07 5.1672e+07 4.5851e+07
1.25e-05 2.4919e-24 3.6133e-09 2.1517e+06 5.7772e+07 5.1969e+07 4.613e+07
1.275e-05 4.2998e-25 6.1745e-10 6.2686e+05 5.8101e+07 5.2265e+07 4.6398e+07
1.3e-05 4.8951e-26 1.0671e-10 1.6731e+05 5.8428e+07 5.2559e+07 4.6661e+07
1.325e-05 1.4702e-26 1.8571e-11 42276 5.8753e+07 5.2851e+07 4.6921e+07
1.35e-05 3.9312e-27 3.2666e-12 10356 5.9076e+07 5.3142e+07 4.718e+07
1.375e-05 2.9472e-28 5.8054e-13 2489.2 5.9398e+07 5.3432e+07 4.7437e+07
1.4e-05 5.627e-29 1.0382e-13 591.56 5.9718e+07 5.3719e+07 4.7692e+07
1.425e-05 1.1863e-29 1.8861e-14 139.68 6.0036e+07 5.4006e+07 4.7946e+07
1.45e-05 9.085e-30 3.6894e-15 32.877 6.0352e+07 5.429e+07 4.8199e+07
1.475e-05 5.5712e-30 6.3731e-16 7.7311 6.0667e+07 5.4573e+07 4.845e+07
1.5e-05 1.4594e-30 1.1939e-16 1.8193 6.098e+07 5.4855e+07 4.87e+07
1.525e-05 3.8045e-31 2.2755e-17 0.42891 6.1292e+07 5.5135e+07 4.8949e+07
1.55e-05 1.0632e-31 4.3347e-18 0.10139 6.1602e+07 5.5414e+07 4.9197e+07
1.575e-05 4.3794e-33 8.5472e-19 0.024052 6.191e+07 5.5692e+07 4.9443e+07
1.6e-05 5.3196e-34 1.6698e-19 0.005737 6.2217e+07 5.5968e+07 4.9688e+07
1.625e-05 5.2773e-34 3.3571e-20 0.0013722 6.2523e+07 5.6243e+07 4.9932e+07
1.65e-05 3.4448e-35 6.8263e-21 0.0003297 6.2827e+07 5.6516e+07 5.0175e+07
1.675e-05 1.2842e-35 1.4336e-21 7.9608e-05 6.3129e+07 5.6788e+07 5.0417e+07
1.7e-05 2.6327e-36 2.9724e-22 1.9316e-05 6.343e+07 5.7059e+07 5.0657e+07
1.725e-05 7.1964e-37 6.5133e-23 4.7112e-06 6.373e+07 5.7329e+07 5.0896e+07
1.75e-05 2.4014e-37 1.6088e-23 1.1551e-06 6.4028e+07 5.7597e+07 5.1134e+07
1.775e-05 2.5475e-38 4.5866e-24 2.8471e-07 6.4325e+07 5.7864e+07 5.1372e+07
1.8e-05 7.9707e-39 8.5786e-25 7.0552e-08 6.4621e+07 5.813e+07 5.1608e+07
1.825e-05 1.1453e-38 2.2041e-25 1.758e-08 6.4915e+07 5.8394e+07 5.1842e+07
1.85e-05 9.0243e-40 5.296e-26 4.4153e-09 6.5207e+07 5.8658e+07 5.2076e+07
1.875e-05 9.9794e-40 1.3954e-26 1.1184e-09 6.5499e+07 5.892e+07 5.2309e+07
1.9e-05 1.1928e-40 3.8875e-27 2.8196e-10 6.5789e+07 5.9181e+07 5.2541e+07
1.925e-05 3.126e-41 1.9428e-27 7.2586e-11 6.6078e+07 5.9441e+07 5.2772e+07
1.95e-05 8.2904e-42 3.3864e-28 1.8405e-11 6.6366e+07 5.97e+07 5.3001e+07
1.975e-05 5.4876e-42 1.0713e-28 4.7439e-12 6.6652e+07 5.9957e+07 5.323e+07
2e-05 5.4693e-42 3.5347e-29 1.2302e-12 6.6937e+07 6.0214e+07 5.3458e+07
2.025e-05 1.1229e-42 1.2277e-29 3.2316e-13 6.7221e+07 6.0469e+07 5.3685e+07
2.05e-05 2.1857e-43 4.5737e-30 8.4975e-14 6.7504e+07 6.0724e+07 5.391e+07
2.075e-05 2.0313e-43 1.6458e-30 2.2528e-14 6.7786e+07 6.0977e+07 5.4135e+07
2.1e-05 1.5512e-44 5.8977e-31 5.9344e-15 6.8066e+07 6.1229e+07 5.4359e+07
2.125e-05 5.4616e-45 1.9794e-31 1.6126e-15 6.8346e+07 6.1481e+07 5.4582e+07
2.15e-05 6.6502e-45 7.953e-32 4.3455e-16 6.8624e+07 6.1731e+07 5.4805e+07
2.175e-05 1.5105e-45 3.1197e-32 1.1815e-16 6.8901e+07 6.198e+07 5.5026e+07
2.2e-05 1.6752e-45 1.1576e-32 3.245e-17 6.9177e+07 6.2228e+07 5.5246e+07
2.225e-05 3.0635e-44 5.1082e-33 9.4752e-18 6.9452e+07 6.2475e+07 5.5466e+07
2.25e-05 5.1694e-46 1.8954e-33 2.7119e-18 6.9725e+07 6.2722e+07 5.5684e+07
2.275e-05 1.2147e-46 8.5762e-34 7.9597e-19 6.9998e+07 6.2967e+07 5.5902e+07
2.3e-05 3.3401e-47 3.788e-34 2.2966e-19 7.027e+07 6.3211e+07 5.6119e+07
2.325e-05 1.2742e-47 9.0395e-36 9.7551e-20 7.054e+07 6.3455e+07 5.6335e+07
2.35e-05 3.0554e-48 7.4253e-35 1.5423e-20 7.081e+07 6.3697e+07 5.655e+07
2.375e-05 1.2466e-48 3.3555e-35 1.6995e-20 7.1078e+07 6.3939e+07 5.6765e+07
2.4e-05 3.8333e-48 2.2245e-37 1.4181e-21 7.1346e+07 6.4179e+07 5.6978e+07
2.425e-05 7.6422e-47 4.6768e-36 4.4564e-22 7.1612e+07 6.4419e+07 5.7191e+07
2.45e-05 9.1907e-48 2.5329e-38 1.2769e-22 7.1878e+07 6.4658e+07 5.7403e+07
2.475e-05 7.2315e-48 1.2525e-38 4.9708e-23 7.2142e+07 6.4896e+07 5.7615e+07
2.5e-05 1.9214e-49 3.4017e-37 2.155e-23 7.2406e+07 6.5133e+07 5.7825e+07
2.525e-05 2.0519e-47 1.3384e-37 4.2396e-24 7.2669e+07 6.5369e+07 5.8035e+07
2.55e-05 2.6767e-48 2.5507e-39 2.6728e-24 7.293e+07 6.5605e+07 5.8244e+07
2.575e-05 1.646e-48 8.153e-40 1.0491e-24 7.3191e+07 6.5839e+07 5.8452e+07
2.6e-05 9.9871e-49 1.7738e-40 1.973e-25 7.3451e+07 6.6073e+07 5.866e+07
2.625e-05 2.8397e-50 8.4931e-41 7.6562e-26 7.371e+07 6.6306e+07 5.8866e+07
2.65e-05 3.3049e-49 1.0296e-40 2.9451e-26 7.3968e+07 6.6538e+07 5.9072e+07
2.675e-05 8.7044e-47 4.5778e-41 1.1833e-26 7.4225e+07 6.6769e+07 5.9278e+07
2.7e-05 6.258e-46 9.5526e-42 4.6214e-27 7.4481e+07 6.7e+07 5.9482e+07
2.725e-05 4.6855e-46 3.9777e-42 8.0821e-28 7.4736e+07 6.7229e+07 5.9686e+07
2.75e-05 1.0351e-48 6.7424e-43 2.3931e-28 7.4991e+07 6.7458e+07 5.989e+07
2.775e-05 1.1399e-47 5.7201e-43 1.0349e-28 7.5244e+07 6.7687e+07 6.0092e+07
2.8e-05 1.3516e-47 4.8432e-42 1.1387e-28 7.5497e+07 6.7914e+07 6.0294e+07
2.825e-05 9.1408e-47 1.2784e-42 5.1106e-29 7.5749e+07 6.814e+07 6.0495e+07
2.85e-05 2.2266e-46 1.4231e-44 2.3562e-29 7.6e+07 6.8366e+07 6.0696e+07
2.875e-05 3.8594e-45 4.9152e-44 1.1314e-29 7.625e+07 6.8591e+07 6.0895e+07
2.9e-05 3.3331e-45 1.1341e-44 5.5198e-30 7.65e+07 6.8816e+07 6.1095e+07
2.925e-05 2.2967e-48 5.1881e-45 2.7755e-30 7.6748e+07 6.9039e+07 6.1293e+07
2.95e-05 3.964e-47 7.0125e-45 1.3777e-30 7.6996e+07 6.9262e+07 6.1491e+07
2.975e-05 1.3066e-45 6.8136e-45 7.5988e-31 7.7243e+07 6.9485e+07 6.1688e+07
3e-05 1.0021e-43 1.1539e-45 4.0323e-31 7.749e+07 6.9706e+07 6.1885e+07
3.025e-05 2.8303e-44 2.0756e-46 1.976e-31 7.7735e+07 6.9927e+07 6.2081e+07
3.05e-05 9.0453e-44 5.2911e-47 9.9931e-32 7.798e+07 7.0147e+07 6.2276e+07
3.075e-05 1.5701e-41 6.9205e-47 2.1252e-33 7.8224e+07 7.0366e+07 6.2471e+07
3.1e-05 2.9242e-42 5.4176e-47 1.4924e-32 7.8467e+07 7.0585e+07 6.2665e+07
3.125e-05 3.9406e-41 5.4502e-47 2.9601e-34 7.8709e+07 7.0803e+07 6.2859e+07
3.15e-05 2.6849e-41 3.2545e-47 4.5921e-33 7.8951e+07 7.1021e+07 6.3052e+07
3.175e-05 7.1172e-43 9.9079e-48 2.4816e-33 7.9192e+07 7.1237e+07 6.3244e+07
3.2e-05 3.3494e-41 3.4555e-49 6.0911e-35 7.9432e+07 7.1453e+07 6.3436e+07
3.225e-05 6.2839e-40 9.6699e-48 2.8862e-35 7.9671e+07 7.1669e+07 6.3628e+07
3.25e-05 1.7459e-41 6.5419e-48 1.4559e-35 7.991e+07 7.1884e+07 6.3818e+07
3.275e-05 1.8301e-41 1.9848e-47 6.9528e-36 8.0148e+07 7.2098e+07 6.4008e+07
3.3e-05 9.0214e-38 2.0633e-48 3.4235e-36 8.0386e+07 7.2311e+07 6.4198e+07
3.325e-05 7.3091e-36 2.1249e-46 2.9677e-35 8.0622e+07 7.2524e+07 6.4387e+07
3.35e-05 3.448e-36 8.3289e-49 1.8621e-37 8.0858e+07 7.2736e+07 6.4575e+07
3.375e-05 5.7592e-38 3.5628e-49 4.2245e-38 8.1093e+07 7.2948e+07 6.4763e+07
3.4e-05 6.3467e-35 1.0043e-46 3.8597e-36 8.1328e+07 7.3159e+07 6.4951e+07
3.425e-05 4.4311e-36 1.2806e-46 1.7037e-38 8.1562e+07 7.3369e+07 6.5137e+07
3.45e-05 9.218e-34 1.4334e-45 7.1312e-39 8.1795e+07 7.3579e+07 6.5324e+07
3.475e-05 1.2845e-33 3.0116e-46 4.8451e-39 8.2028e+07 7.3788e+07 6.5509e+07
3.5e-05 8.9475e-34 9.4784e-47 2.3987e-39 8.226e+07 7.3997e+07 6.5695e+07
3.525e-05 1.755e-32 3.9098e-46 1.1734e-39 8.2491e+07 7.4205e+07 6.5879e+07
3.55e-05 4.643e-30 2.2935e-47 8.2327e-40 8.2721e+07 7.4412e+07 6.6063e+07
3.575e-05 7.6698e-30 1.1552e-46 4.1899e-40 8.2951e+07 7.4619e+07 6.6247e+07
3.6e-05 5.1092e-30 2.4608e-48 1.5511e-40 8.3181e+07 7.4826e+07 6.643e+07
3.625e-05 3.9883e-31 2.5825e-48 9.5898e-41 8.341e+07 7.5031e+07 6.6613e+07
3.65e-05 2.1246e-30 1.9156e-44 2.7338e-40 8.3638e+07 7.5237e+07 6.6795e+07
3.675e-05 2.2826e-27 1.9708e-44 1.0143e-41 8.3865e+07 7.5441e+07 6.6977e+07
3.7e-05 2.4858e-27 9.8379e-48 5.1493e-41 8.4092e+07 7.5645e+07 6.7158e+07
3.725e-05 1.4094e-28 2.8762e-47 2.0889e-41 8.4318e+07 7.5849e+07 6.7339e+07
3.75e-05 1.7935e-25 1.9056e-45 1.6438e-42 8.4544e+07 7.6052e+07 6.7519e+07
